Non-industry income and expenditure/revenue,Interest-bearing debt interest rate,Net Value Per Share (A),Persistent EPS in the Last Four Seasons,Net Value Growth Rate,Interest Expense Ratio,Total debt/Total net worth,Borrowing dependency,Net profit before tax/Paid-in capital,Fixed Assets Turnover Frequency,Cash/Total Assets,Net Income to Total Assets,Net Income to Stockholder's Equity,Degree of Financial Leverage (DFL),Equity to Liability,Bankrupt?
0.303576491,0.000264026,0.206438835,0.231634679,0.000473934,0.630881084,0.005181517,0.373722553,0.184186713,0.00061125,0.072709685,0.814230444,0.841368579,0.026866791,0.035339334,alive
0.303548938,0.000253025,0.196114787,0.254798147,0.000478925,0.630657114,0.018200057,0.371883968,0.216341151,0.01004629,0.466374733,0.823007166,0.843779587,0.026800687,0.017511712,alive
0.303284761,0.000348035,0.161897939,0.19892219,0.000405633,0.630087944,0.01165887,0.377824699,0.156534198,0.000407752,0.020467474,0.769481832,0.837254824,0.026646016,0.021549152,alive
0.30359341,0.000275028,0.186549239,0.230027418,0.000456915,0.630623896,0.003954076,0.369637181,0.182889676,0.000854842,0.120849507,0.821519546,0.841740205,0.02679442,0.04287245,alive
0.303430747,0.000252025,0.223800093,0.208282122,0.000400493,0.631679018,0.01168258,0.380058065,0.18291984,0.002662872,0.143268847,0.800158539,0.840484188,0.026952158,0.021526624,alive
0.303532019,0.000305031,0.1947242,0.253852699,0.000576272,0.630811907,0.013666001,0.374411463,0.207691728,0.002872422,0.057661226,0.828239671,0.843765524,0.026843464,0.019903643,alive
0.303861938,0.0,0.225654208,0.269263496,0.000496118,0.630612252,0.002774966,0.369637181,0.215903778,0.000431204,0.265270517,0.855065595,0.843619211,0.026791157,0.056106545,alive
0.303532744,0.000509051,0.185369348,0.224165642,0.000464077,0.631479021,0.006567632,0.375489562,0.179292663,0.000745907,0.169679151,0.808711413,0.841056707,0.027028148,0.030146087,alive
0.303510024,0.000454045,0.229530993,0.248274558,0.000489281,0.630658142,0.004066242,0.370256753,0.2056406,0.000467516,0.024955174,0.828006362,0.842189521,0.026801804,0.042001531,alive
0.303391833,920000000.0,0.199022376,0.21698024,0.000436078,0.630822181,0.001957888,0.371157033,0.170794058,0.000199715,0.068292688,0.799942976,0.840265664,0.026865144,0.073997626,alive
0.303772026,0.0,0.296363407,0.317859506,0.000518577,0.630612252,0.002585287,0.369637181,0.278470704,0.000297304,0.298260888,0.862155647,0.843985329,0.026791172,0.059300363,alive
0.303647551,0.0,0.302515697,0.312754089,0.000474732,0.630612252,0.00359934,0.369637181,0.263886585,0.001216448,0.129483854,0.852155454,0.84367635,0.026791157,0.045975599,alive
0.303580117,0.0,0.186844212,0.227663799,0.000467096,0.630612252,0.002694717,0.369637181,0.180318226,0.000141465,0.128302357,0.821856195,0.841598323,0.026791157,0.057399234,alive
0.30344114,0.0,0.18199823,0.20487851,0.000493548,0.630592047,0.004802159,0.369637181,0.159965312,0.001408599,0.274806699,0.782187161,0.839066837,0.026786493,0.037269538,alive
0.303583742,0.000240024,0.220007585,0.242223693,0.000485163,0.630682456,0.005754202,0.371574182,0.201485559,0.000951674,0.064258802,0.822510431,0.842046704,0.026806597,0.032898051,alive
0.303494555,0.000286029,0.176309469,0.223692919,0.000460259,0.631056766,0.007895385,0.375904474,0.178847749,0.000979665,0.188228319,0.809780269,0.841234277,0.026904804,0.026853911,alive
0.303608396,0.000282028,0.217226413,0.248085468,0.000547724,0.630657114,0.005672129,0.370186297,0.203076691,0.00113399,0.177804472,0.82787898,0.84243909,0.026802172,0.03321668,alive
0.303489721,0.000391039,0.191479499,0.214616621,0.000449952,0.63480329,0.013243783,0.376633645,0.16990423,0.001504674,0.025735256,0.796110671,0.840058976,0.029305136,0.020209008,alive
0.303496731,0.000323032,0.286587164,0.254703602,0.000560076,0.630645128,0.000602778,0.369799344,0.214169369,0.000723968,0.278096551,0.828757283,0.841667847,0.026798372,0.191104688,alive
0.303373464,0.000429043,0.182883149,0.212253002,0.000483117,0.628463309,0.002501391,0.371226372,0.167136717,0.001084818,0.083291043,0.791617288,0.839784008,0.026342999,0.060854954,alive
0.303506157,0.000665067,0.246765834,0.260943557,0.000509768,0.632138601,0.014773981,0.385748284,0.217366714,0.00096983,0.037257575,0.815531437,0.842408805,0.027290255,0.019184953,alive
0.303488755,0.000267027,0.191479499,0.226340172,0.000437875,0.630871152,0.004466574,0.372326839,0.18184149,0.000121796,0.12958831,0.813089771,0.841224019,0.026853694,0.039239462,alive
0.303701691,10000000.0,0.22350512,0.258674482,0.000484115,0.630612252,0.004596066,0.370090117,0.216627705,0.000801131,0.300518657,0.83840003,0.842999566,0.026791195,0.0384432,alive
0.303992213,0.000470047,0.214276685,0.232958306,0.000504178,0.630644101,0.000784249,0.369637181,0.183696554,0.000380518,0.078609881,0.822967944,0.841405321,0.026801061,0.155406434,alive
0.303578667,0.000560056,0.197589651,0.226434717,0.000512887,0.631052657,0.001497369,0.37059338,0.179835608,0.000770871,0.011124386,0.816603136,0.84115786,0.026926909,0.092014671,alive
0.303908586,0.00030303,0.199359488,0.23106741,0.000463528,0.631030054,0.004874201,0.375036626,0.181223136,2570000000.0,0.061042657,0.816544487,0.841504877,0.02694365,0.03687754,alive
0.303682114,0.000430043,0.234250558,0.273234376,0.000651634,0.630644101,0.005830803,0.369637181,0.23076691,0.0006869,0.226993398,0.84263063,0.843584615,0.02679867,0.032604569,alive
0.303857345,0.000491049,0.227719017,0.248180013,0.000539364,0.630629032,0.00432705,0.369637181,0.205105196,0.00216434,0.085557028,0.827532472,0.842199197,0.026795055,0.040145525,alive
0.303530569,0.000318032,0.20129788,0.255365416,0.000490678,0.630822865,0.009313417,0.375793756,0.212962823,0.001609071,0.025994747,0.833695797,0.843567951,0.026841676,0.024358713,alive
0.303001006,0.000325033,0.170662846,0.19674766,0.000452598,0.630432117,0.003706946,0.372454332,0.156096825,870000000.0,0.095954374,0.760709189,0.837741663,0.026751864,0.044978686,alive
0.30405578,0.000319032,0.291180313,0.295452397,0.000507847,0.630619444,0.003874739,0.36979487,0.249634266,0.000500802,0.239997768,0.84389278,0.843208203,0.026792946,0.043523869,alive
0.303720544,0.000441044,0.245417387,0.254609057,0.00048696,0.630888618,0.008134307,0.372361508,0.203446196,0.00340197,0.036399277,0.821017203,0.842234355,0.026875581,0.026372805,alive
0.303399809,0.000276028,0.18035481,0.217736598,0.00045704,0.630926631,0.001723525,0.371155915,0.172686826,0.000445577,0.038745019,0.803070398,0.840433728,0.026864408,0.08204932,alive
0.303574799,0.0,0.217099996,0.282594308,0.000833352,0.630612594,0.00452676,0.369637181,0.233240329,0.002086421,0.641711396,0.866161472,0.844910069,0.026791289,0.038866254,alive
0.30378967,0.000279028,0.186717795,0.227001985,0.000476704,0.63076499,0.003197184,0.371601023,0.18068019,0.000261748,0.047930814,0.817302669,0.841378474,0.026832702,0.050289971,alive
0.303571174,0.00029703,0.183178121,0.230972866,0.000469367,0.630977658,0.009204899,0.376050979,0.183764422,0.000368414,0.145200449,0.815390134,0.841846647,0.026896383,0.024523298,alive
0.303468452,0.000380038,0.166111837,0.20903848,0.000435828,0.629910207,0.00309049,0.37212777,0.164821657,0.000112718,0.01912247,0.782095636,0.839179606,0.026596238,0.051612173,alive
0.305868039,0.0,0.23745312,0.285052472,0.000512413,0.630612252,0.003802697,0.369637181,0.24826182,0.000294278,0.099224791,0.859339997,0.844206116,0.026791157,0.044126713,alive
0.303815048,0.000329033,0.318149256,0.303866881,0.000515009,0.630646498,0.002132064,0.370264582,0.262589548,0.001149877,0.158131373,0.847082389,0.842970577,0.026798913,0.06910352,alive
0.303828583,0.000494049,0.232649277,0.24732911,0.000771914,0.630676635,0.002779526,0.369798225,0.199540005,0.000941083,0.227685614,0.829092212,0.842047597,0.026808421,0.056030406,alive
0.315351095,0.000165017,0.237748093,0.264819892,0.010063553,0.630621841,0.000913742,0.370056567,0.222630269,0.00016416,0.017252067,0.853368833,0.842978507,0.026793413,0.137564007,alive
0.303559089,0.000115012,0.178795668,0.233714664,0.00048938,0.630613964,0.000856291,0.369775858,0.184360154,9000000000.0,0.283519243,0.842455575,0.84240679,0.026791655,0.144842381,alive
0.304208051,0.000309031,0.180186254,0.242696417,0.000635888,0.630647525,0.002392872,0.371245384,0.198989518,0.002773321,0.039378885,0.853509415,0.843414458,0.026799365,0.063029779,alive
0.30350084,0.000490049,0.171463487,0.221423844,0.000457389,0.631294092,0.003289288,0.372758526,0.174685167,5220000000.0,0.073292842,0.811708292,0.841035207,0.027031717,0.049212124,alive
0.303560297,0.000349035,0.163625637,0.214616621,0.000478026,0.633796797,0.004856874,0.373810903,0.16923309,3860000000.0,0.079218343,0.796868923,0.840105713,0.030039337,0.036970339,alive
0.303602111,0.00050005,0.190931693,0.235511014,0.00060432,0.630771496,0.003458904,0.371735226,0.189684036,0.001532664,0.077684437,0.828822338,0.842143712,0.026832402,0.047370568,alive
0.303592685,0.000272027,0.248030003,0.274368914,0.000935789,0.630667731,0.00322363,0.370783501,0.228142674,0.000498532,0.21616423,0.847000057,0.843246235,0.026805216,0.049977049,alive
0.303480779,0.000258026,0.186296406,0.240616432,0.000568436,0.630634512,0.007681084,0.370710808,0.197270191,0.002383724,0.197629473,0.828900746,0.842848981,0.026796204,0.027310419,alive
0.306172338,790000000.0,0.375753234,0.662191548,0.003482159,0.630636224,0.027216188,0.386281742,0.697813136,0.000309408,0.163245968,0.870035158,0.853639738,0.026797018,0.015111912,alive
0.303910761,0.000191019,0.219881168,0.24950364,0.000638907,0.630663621,0.002912666,0.371492542,0.203302918,0.001264864,0.309426232,0.835538745,0.842464562,0.026804209,0.054029353,alive
0.303514375,0.000254025,0.192364418,0.227474709,0.010850415,0.63075677,0.002469474,0.371806801,0.17860644,0.019813433,0.189103018,0.817437851,0.841308242,0.026829954,0.061478171,alive
0.303597519,0.000330033,0.176857275,0.23343103,0.000729217,0.630823893,0.006439964,0.374156477,0.187346354,0.000454655,0.165382393,0.826571312,0.842459142,0.026847597,0.030534041,alive
0.303536853,0.00030103,0.163035692,0.206580316,0.000432684,0.63031979,0.002579816,0.371775487,0.163999698,0.000559052,0.115605146,0.7778896,0.838964719,0.026706372,0.059402854,alive
0.303662536,0.000245025,0.179217058,0.227474709,0.000451899,0.630833482,0.005160543,0.372986671,0.182889676,0.000398674,0.041538457,0.817562065,0.841608388,0.026843398,0.035436986,alive
0.30347957,0.00040004,0.167123172,0.214805711,0.000450002,0.632683456,0.006460938,0.375160764,0.170462258,0.00176037,0.044678356,0.799162293,0.840294586,0.027783025,0.030467797,alive
0.303631357,7000000.0,0.169230121,0.214049352,0.000447507,0.630617046,0.001235649,0.370167284,0.16997964,0.00012104,0.150374594,0.799484964,0.840226934,0.026792591,0.107610178,alive
0.303451533,0.000413041,0.221061059,0.183227758,0.000411373,0.63040883,0.003737951,0.37218928,0.153751602,719000000.0,0.033727432,0.758581973,0.837597007,0.026678511,0.044697233,alive
0.303454675,0.000287029,0.178416417,0.205351234,0.000433333,0.629427679,0.010935719,0.379192454,0.163977076,9150000000.0,0.016795284,0.784404035,0.838867484,0.026434835,0.022289076,alive
0.303491897,0.000290029,0.172432683,0.218209322,0.000530106,0.631244435,0.004224004,0.371406428,0.172189126,0.000217871,0.103473926,0.80226265,0.840468623,0.026844386,0.040857113,alive
0.303633049,0.000412041,0.172727656,0.214522076,0.000459959,0.634593362,0.005702222,0.37403122,0.169270794,0.00022241,0.044028128,0.796257843,0.840063657,0.03071732,0.033099391,alive
0.30334156,0.0,0.160043825,0.214427531,0.000447657,0.630612252,0.001356934,0.369637181,0.16931604,0.005847728,0.340015355,0.797574734,0.84012708,0.026791157,0.099705564,alive
0.303523076,0.000312031,0.185748599,0.238536447,0.000449977,0.630753003,0.007776835,0.37238723,0.192323354,0.00019215,0.088913335,0.826206017,0.842633912,0.026808653,0.02710343,alive
0.303423496,0.000276028,0.183557372,0.196369481,0.000453221,0.630247873,0.005310098,0.375104846,0.156504034,0.000208037,0.090777874,0.771151206,0.838222769,0.026690348,0.034747717,alive
0.303580842,0.0,0.179596309,0.223976553,0.000459834,0.630612252,0.003022096,0.369637181,0.17835759,0.000421369,0.089844104,0.814966318,0.841215322,0.026791157,0.052508495,alive
0.303722961,0.0,0.195777675,0.252056349,0.00047885,0.630620128,0.005719549,0.369637181,0.205323882,0.000440282,0.016336806,0.843185754,0.843600264,0.026792797,0.033030433,alive
0.304786678,0.000367037,0.233154945,0.252812707,0.000485263,0.630681087,0.001436271,0.370594498,0.198582309,0.000114988,0.062240052,0.839576345,0.842387498,0.026813626,0.095201316,alive
0.303948949,0.000307031,0.194218533,0.221423844,0.000474533,0.630859851,0.002240582,0.371102234,0.174277958,0.000205011,0.039877998,0.807495708,0.840708309,0.026875683,0.066411353,alive
0.303422529,0.000355036,0.166743921,0.204500331,0.000477827,0.629824591,0.013705213,0.378604197,0.159588266,0.000176264,0.039405614,0.779881519,0.838184064,0.026583711,0.019876133,alive
0.303535402,0.000188019,0.223168008,0.223692919,0.000446733,0.630839304,0.003159795,0.371797854,0.180536913,0.000181559,0.057075103,0.80607976,0.840673282,0.026837771,0.050741643,alive
0.303674379,0.000268027,0.198769542,0.22530018,0.000452747,0.630840673,0.002873453,0.372103167,0.17976774,0.000698247,0.014132459,0.81176993,0.84100594,0.026847666,0.054606117,alive
0.303483196,0.000363036,0.201677131,0.217547509,0.000505152,0.632986877,0.008700608,0.377157038,0.170175703,0.001569733,0.02587089,0.798480517,0.840269274,0.029381682,0.025338528,alive
0.303648759,0.00030003,0.179764865,0.219627494,0.000448056,0.632207093,0.006817498,0.37738742,0.169858985,9680000000.0,0.049988716,0.800617821,0.840418087,0.028859344,0.029431492,alive
0.303554255,0.00040204,0.151236779,0.206202137,0.000433308,0.620168559,0.014736593,0.380200097,0.164866903,0.001349592,0.080939371,0.790285387,0.839356894,0.026271804,0.01920747,alive
0.30403862,0.000257026,0.196662593,0.239954619,0.000490404,0.63082903,0.008220939,0.375173066,0.19676495,0.000189881,0.037528102,0.82416909,0.842522488,0.026840633,0.026205646,alive
0.303662294,0.00029703,0.224221482,0.256689042,0.000488732,0.630715675,0.005005517,0.371954425,0.211258578,0.001726328,0.078560446,0.836381355,0.842942061,0.026818149,0.036199266,alive
0.303679938,0.0,0.197758207,0.22331474,0.000454319,0.630612252,0.000511586,0.369637181,0.180250358,0.000725481,0.077411592,0.817983339,0.841123227,0.026791157,0.216634539,alive
0.303704592,0.000327033,0.198179596,0.237780089,0.000493573,0.630847523,0.008558349,0.374619478,0.192187618,0.000394892,0.081215339,0.819620991,0.842162688,0.026851626,0.025585662,alive
0.304427997,0.000186019,0.180986895,0.220100217,0.000445061,0.630700949,0.001138073,0.370636996,0.174451399,0.000100614,0.0158729,0.807034674,0.840620049,0.026810434,0.115103596,alive
0.303653593,0.000124012,0.192617252,0.230783776,0.000465374,0.630618759,0.001025908,0.369637181,0.184231958,0.000712621,0.049579904,0.828397262,0.841719014,0.02679291,0.125244355,alive
0.303797162,0.0,0.225864902,0.262456273,0.000512413,0.630612252,0.003872915,0.369637181,0.214440842,0.002287649,0.154057268,0.843884521,0.84320724,0.026791157,0.043538258,alive
0.304457242,0.000124012,0.209641397,0.254892692,0.000500435,0.630631087,0.002508686,0.370658245,0.204260614,0.000190637,0.026785948,0.849148503,0.843189724,0.026796478,0.060725067,alive
0.303511233,0.00010401,0.199064515,0.224922001,0.000455093,0.630660196,0.004361703,0.370940072,0.178229394,0.000353284,0.095039318,0.808043181,0.84086913,0.026803127,0.039917148,alive
0.303615405,0.000136014,0.208166533,0.242601872,0.000479024,0.630621841,0.001848457,0.369637181,0.19776035,0.000148274,0.089657482,0.837152759,0.842342641,0.026793519,0.077533151,alive
0.303923088,0.000262026,0.229446715,0.248369103,0.000482867,0.630744442,0.004514905,0.372207174,0.198800995,0.000689926,0.009651032,0.823380869,0.841941325,0.026825016,0.038938747,alive
0.303202583,0.000221022,0.180312671,0.203933062,0.000420282,0.630084519,0.01214857,0.38286515,0.159165975,0.000127848,0.026359016,0.783193159,0.838666631,0.026653879,0.02109863,alive
0.303527426,0.000341034,0.180228393,0.227191075,0.000483491,0.630822181,0.002994738,0.371523856,0.179202172,0.000180803,0.037425756,0.820091451,0.841528649,0.026856946,0.052879109,alive
0.303486338,0.000268027,0.174371076,0.211874823,0.000439871,0.623493514,0.009625293,0.380045763,0.167023603,0.000186098,0.040349266,0.79181949,0.839648173,0.025755647,0.023907992,alive
0.303854203,0.000216022,0.194682061,0.233525574,0.000481195,0.630681771,0.00213024,0.371108944,0.1915391,0.000682361,0.103249525,0.831995862,0.84210563,0.026807995,0.069158883,alive
0.303603803,0.000565057,0.256415659,0.259241751,0.000472935,0.630743414,0.004106366,0.370714163,0.210934319,0.568209241,0.092484178,0.829310439,0.842283658,0.026826723,0.041702279,alive
0.305347178,0.000265027,0.236146812,0.272478018,0.000493623,0.630666018,0.002474945,0.371079867,0.218626046,0.000230732,0.024903322,0.8540611,0.843470596,0.026806836,0.061383619,alive
0.303631115,0.0,0.21857486,0.30840503,0.000539239,0.630612252,0.004932564,0.369637181,0.27006259,0.001556872,0.345631697,0.889705884,0.846734643,0.026791157,0.036571882,alive
0.303888283,0.0,0.205722473,0.246289118,0.000467745,0.630612252,0.002453059,0.369637181,0.201545886,0.000364632,0.247751581,0.840003787,0.842636142,0.026791157,0.061799338,alive
0.303835109,0.00030003,0.204668998,0.262267184,0.000484789,0.63064958,0.006950638,0.372144546,0.223821733,0.000916119,0.19670035,0.853463471,0.844731067,0.026800486,0.029070702,alive
0.304946199,0.000220022,0.203025578,0.232958306,0.000472012,0.630739647,0.006827529,0.374877819,0.21450871,0.000562078,0.110720498,0.836383757,0.843313104,0.026818594,0.029403331,alive
0.303422529,0.000218022,0.187729131,0.226434717,0.000482618,0.630850605,0.006465498,0.374500932,0.183153608,0.000344963,0.057671715,0.811423184,0.841264648,0.026835635,0.030455766,alive
0.303499631,0.00029703,0.172390544,0.232674671,0.000496418,0.630894782,0.00955234,0.375772508,0.185792927,0.000161134,0.194318304,0.822517803,0.842555266,0.02687062,0.024010983,alive
0.30365746,0.0,0.229530993,0.22095112,0.000450826,0.630612252,0.002159421,0.369637181,0.174986803,0.000556782,0.062394563,0.803079249,0.840449884,0.026791157,0.068398918,alive
0.30375414,0.001509151,0.198221735,0.252150893,0.000496318,0.630867728,0.003378656,0.370255635,0.202118996,0.000662692,0.086578126,0.84787834,0.84334207,0.026863453,0.048216785,alive
0.303689123,0.0,0.164257722,0.208471211,0.000433458,0.630612252,0.002339069,0.369876511,0.16567378,0.000180046,0.103749913,0.780049927,0.839112644,0.026791157,0.064189076,alive
0.303493105,0.000411041,0.199190932,0.223031105,0.000576696,0.63166121,0.004427361,0.37396971,0.174368449,0.000527279,0.1114906,0.804345378,0.840618528,0.027193668,0.039487353,alive
0.30354072,0.0,0.186296406,0.242980051,0.000488632,0.630612252,0.001698903,0.369637181,0.195196441,0.000547704,0.293986287,0.851472227,0.843100896,0.026791157,0.083033936,alive
0.303070615,0.000513051,0.149509081,0.181336863,0.000414542,0.630450953,0.009025251,0.375957037,0.141030088,0.000288226,0.009849794,0.697138018,0.830950087,0.026745141,0.024803394,alive
0.303714018,0.00039704,0.218701277,0.256878132,0.000490404,0.630672183,0.007211446,0.370556474,0.212796923,0.000764063,0.035599934,0.83219791,0.843044321,0.026805756,0.028402068,alive
0.303608879,0.000281028,0.193249336,0.232012858,0.000504628,0.630824578,0.005270885,0.372816681,0.184066058,0.000195933,0.053190664,0.81880863,0.841711522,0.026853892,0.034922573,alive
0.303614921,0.000383038,0.17462391,0.21896568,0.000464276,0.631558472,0.005801621,0.372860297,0.172498303,0.000229975,0.142142795,0.804626492,0.840697935,0.02719756,0.032716589,alive
0.303627973,0.000324032,0.185200792,0.229932873,0.000464376,0.630770126,0.004604273,0.372028236,0.184609004,0.000671014,0.069924319,0.820335949,0.841741318,0.026830999,0.038396134,alive
0.303629423,0.000119012,0.200876491,0.231729224,0.00047044,0.630647183,0.004759299,0.370781264,0.187255863,0.000318486,0.076573782,0.817202577,0.841539328,0.026799318,0.037505649,alive
0.3035806,0.0,0.19927521,0.247896379,0.000467171,0.630612252,0.002950966,0.369637181,0.201342282,0.000299573,0.072528944,0.844037452,0.842994235,0.026791157,0.053486352,alive
0.303535161,0.0,0.180649783,0.228892881,0.000496592,0.630612252,0.007202327,0.369906706,0.181125104,0.001042454,0.028969212,0.816220649,0.841719464,0.026791157,0.028422946,alive
0.30363885,0.000350035,0.27196494,0.261510825,0.000600827,0.630640334,0.001750882,0.369940257,0.207126159,0.000164917,0.40136836,0.834316154,0.842165387,0.026799789,0.080997284,alive
0.303525009,0.000282028,0.202983439,0.213198449,0.000448605,0.62680477,0.010450579,0.376096832,0.167355403,0.001342784,0.011107317,0.791815048,0.839630599,0.025250653,0.02284115,alive
0.303554738,0.000145015,0.202983439,0.232201948,0.000483117,0.63062869,0.002836976,0.370241096,0.186712918,0.000913849,0.080851033,0.820881077,0.841557476,0.026795291,0.055148903,alive
0.302987713,0.000342034,0.146727909,0.199205824,0.000381203,0.630416022,0.005570906,0.375481734,0.156783048,3100000000.0,0.00692542,0.733462603,0.835378261,0.026733121,0.033627027,alive
0.303446699,0.000361036,0.176351608,0.208471211,0.000977313,0.630139656,0.003657703,0.372178097,0.166126235,2500000000.0,0.449869509,0.784243033,0.839279655,0.026653392,0.045428363,alive
0.303537336,0.000226023,0.216172938,0.23343103,0.000558379,0.630757798,0.003474407,0.371439979,0.186705377,0.000208037,0.187329858,0.817761011,0.841437678,0.026820207,0.04720959,alive
0.30372997,0.000126013,0.201845687,0.228420157,0.000520998,0.630721839,0.003595692,0.372774183,0.179586758,0.00552319,0.048313514,0.812294968,0.841097445,0.026823204,0.046012532,alive
0.303569724,0.000157016,0.201887826,0.242318238,0.00050323,0.630636224,0.007312669,0.370020779,0.198710504,0.002450296,0.081950631,0.824577642,0.842427476,0.026796743,0.02815444,alive
0.303657702,0.001885189,0.390544014,0.344521131,0.000433133,0.630653005,0.001325929,0.369637181,0.291652213,0.000291252,0.129170912,0.857131906,0.843298022,0.026801935,0.1016243,alive
0.30346821,0.000381038,0.184821541,0.215751158,0.000457114,0.632620786,0.002641826,0.371835878,0.169874067,0.000208037,0.139500442,0.797638369,0.840141444,0.027659128,0.058308554,alive
0.303473044,0.000313031,0.180986895,0.213576629,0.000434431,0.700840742,0.010375801,0.379648745,0.166518362,0.000195176,0.069059629,0.793151787,0.839764226,0.025650065,0.022931651,alive
0.303525251,0.000521052,0.186886351,0.242034603,0.000471089,0.631252312,0.016959848,0.383112308,0.19925345,0.001304202,0.079628336,0.819018521,0.843084379,0.026964025,0.018040026,alive
0.303585192,0.00019602,0.189035439,0.240332798,0.000476928,0.630636224,0.003829143,0.371031777,0.197715104,0.00028293,0.053487091,0.841632887,0.843048543,0.026791394,0.043901439,alive
0.303562714,0.0,0.184610847,0.236172828,0.000473609,0.630612252,0.003301143,0.369637181,0.190475831,0.000419856,0.286493303,0.833186683,0.842393406,0.026791169,0.049074638,alive
0.303928888,0.000419042,0.220471114,0.26179446,0.000529632,0.630666361,0.001542965,0.370108011,0.210632682,0.000424395,0.049001907,0.856706521,0.8433418,0.026806375,0.089791826,alive
0.303620722,0.000312031,0.187729131,0.252056349,0.000476679,0.630631772,0.00174997,0.370157219,0.206002564,0.000248888,0.329184556,0.867330954,0.843993683,0.026795931,0.081034685,alive
0.303647309,0.000523052,0.20129788,0.248085468,0.000518876,0.630896837,0.006384337,0.373741565,0.200211145,0.009751256,0.038440057,0.832889625,0.842947903,0.026871717,0.030706404,alive
0.303696132,0.000253025,0.193965699,0.22331474,0.00059374,0.631117039,0.004940771,0.373884715,0.176472363,0.00017702,0.235552553,0.808092981,0.840907959,0.026959775,0.036529999,alive
0.303553772,0.001225123,0.276263116,0.273234376,0.000865992,0.630804715,0.002956438,0.370148272,0.222464369,0.000644536,0.05272148,0.837723,0.842607461,0.026841578,0.05341293,alive
0.303518,0.000391039,0.218490582,0.244965491,0.000467146,0.63091122,0.008553789,0.373586113,0.201364905,0.000537113,0.056697807,0.819750411,0.842173675,0.026864801,0.025594738,alive
0.30356344,0.000359036,0.206101723,0.267278056,0.000534099,0.630728004,0.01682762,0.372916215,0.22437976,0.000823826,0.160640714,0.828085191,0.844259229,0.026818537,0.018100702,alive
0.303639091,0.006041604,0.227508322,0.25167817,0.000465848,0.630697525,0.004581475,0.369709875,0.202692105,0.005284137,0.157827642,0.82890546,0.842335254,0.026813873,0.038531916,alive
0.303504707,0.00039604,0.20871434,0.239765529,0.000685996,0.63071773,0.007375592,0.370452466,0.197126914,0.002336822,0.296613047,0.820065868,0.842058978,0.026815383,0.028003368,alive
0.303489721,0.000260026,0.204331887,0.22927106,0.000456216,0.630751634,0.00355192,0.371027304,0.183492949,0.000509879,0.057690997,0.815288747,0.841286797,0.026827695,0.046437003,alive
0.303522592,0.000390039,0.168766592,0.214427531,0.000439896,0.633869057,0.009835034,0.377671484,0.170266194,0.00019442,0.051482625,0.797446537,0.840184424,0.028805744,0.02362028,alive
0.303424704,0.000435044,0.168176647,0.225394724,0.000476354,0.631798879,0.012336425,0.382833836,0.177663826,0.000135413,0.186565626,0.811329858,0.84171193,0.027280073,0.020935026,alive
0.303400293,0.000332033,0.152458809,0.189467713,0.000374041,0.630259517,0.018944182,0.382649307,0.149129025,0.000473568,0.039399864,0.753567655,0.83402617,0.02669061,0.017227843,bankrupt
0.301086751,0.000380038,0.158948211,0.138886263,0.000322211,0.630551294,0.012855306,0.374118452,0.110006787,0.001105243,0.015991529,0.664243732,0.825385503,0.026772251,0.020507407,alive
0.303345185,0.000353035,0.246386583,0.226907441,0.00043755,0.630732456,0.002032665,0.369995057,0.178712013,0.000761793,0.336680311,0.804293198,0.840514277,0.026817896,0.07180991,alive
0.303433889,0.000284028,0.179680587,0.202136712,0.000416239,0.630445131,0.004286014,0.372078563,0.154596184,0.001345809,0.13176576,0.764093004,0.83786948,0.026741833,0.040423295,alive
0.31452376,0.001950195,0.236146812,0.238158268,0.000827138,0.63062458,0.001737204,0.369715467,0.194517759,6050000000.0,0.020718326,0.821273313,0.841441106,0.026793966,0.08154675,alive
0.303611054,0.000360036,0.245543803,0.274558003,0.00047588,0.630673895,0.004411859,0.370757779,0.240079934,0.000490967,0.362149687,0.84357736,0.843316275,0.026804123,0.039586935,alive
0.303598244,0.000329033,0.18035481,0.217831143,0.000439522,0.632051958,0.012589938,0.383627872,0.171947817,2500000000.0,0.093580312,0.80381372,0.840905277,0.027588658,0.020721558,alive
0.30355208,0.000287029,0.267919599,0.309728657,0.000498663,0.630718757,0.004602449,0.3732808,0.26102858,0.000325294,0.412007772,0.858315761,0.844389768,0.026818778,0.038407024,alive
0.304200316,0.000128013,0.237832371,0.258201759,0.000438923,0.630617046,0.003522739,0.370225439,0.208234673,0.000667231,0.031551301,0.836110931,0.842622902,0.026792467,0.046725992,alive
0.303513166,0.000290029,0.183135982,0.216129337,0.000455118,0.632790989,0.006223839,0.373800838,0.170115376,0.000204254,0.054933345,0.797642802,0.840172373,0.027781146,0.031223231,alive
0.303571899,0.00029603,0.177278665,0.211591188,0.000432335,0.630175956,0.004709144,0.372771946,0.160953171,0.000293521,0.026127126,0.777743431,0.838761004,0.026668948,0.037789147,alive
0.303501323,0.000527053,0.177784333,0.215278434,0.000422103,0.632346132,0.007298079,0.373845572,0.17064324,0.000110449,0.08535433,0.799645484,0.840348406,0.027706829,0.028188894,alive
0.303758732,0.000159016,0.21857486,0.228231067,0.000342599,0.630632457,0.002455795,0.370292541,0.181570017,0.003025234,0.27530113,0.812348829,0.841006834,0.026796577,0.061749243,alive
